Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
348908,B000FMZO90,AB1BRQX9QO43Q,"Robin L. Wright ""karefree99""",0,0,5,1190764800,Superb,Calbee Snapea Crisps are without a doubt the best new snack around - even my 18 month old granddaughter loves them.
278902,B00020V5N4,A30G94UTBIKMU8,"Cathleen D. Macauley ""fizzwing""",1,14,1,1243900800,ooops!,"Leonidas Belgian Chocolates: 1 lb Milk Chocolates Assortment<br /><br />Well...they sounded great to me! The reviews were great too! Off they went for Mothers' Day (shame on me). The ""giftee"" said they were "" the most ***awful chocolates I've ever had! I tried several...no carmels, no creams, no nothing! Just a pound of solid chocolate...don't ever give me anything else unless I ask for it!"" She needn't worry...I'm done."
551477,B001NGAT0Q,A1IXJEA1CXY7RJ,Rosie,0,0,4,1315612800,Better used to make jambalaya than soup,"Found this to be very tasty and while adding less fluid to make the real jambalaya, I also added more canned tomatoes.  Addinglarge shrimp it also became delicious as the family said.  Oh yes, I added more rice, too.  Great meal for lots of people."
306848,B000RI1W8E,A3AZ27UKODSICR,Cherry,2,7,1,1303862400,Taste,"It contains too much fat and when you bite it than you can feel the fat in your mouth, it's disgusting."
111494,B000ED9LIU,A3TSQVDK4TZ1VD,yosemite sam,2,2,3,1294963200,pluverized not shredded,"this item is just mediocre in taste, but what was disturbing was the shredded aspect. not by my definition. it is more like small grain rice size. think powder snow.<br /><br />the price is a tad on the high side compared to getting similar product at several other places."
164009,B001EO5QH8,A34RR4UYV8K30E,"S. Lantz ""handy helper""",2,2,5,1204761600,White Hot White Lightning,"On a whim, I purchased this product in a discount store since I love to try new things and, regular chili is not an option for me. Who knew it would turn out to be not only the office favorite but a home favorite as well.  The seasoning, veggies, taste, and consistency are excellent.  I've had so many requests for this chili that I recently purchased a large quantity to hand out to family and friends.  Do not let the name of the chili stop you from making it.  You can adjust the ""heat"" accordingly."
211489,B0002ARSR6,A1IBPV1XET5QQD,"Ms. Categorical Imperative ""Philosopher King ...",12,12,2,1149552000,Not for the heavy chewer,"Though I wasn't expecting a lot from a soft toy, I was hoping that this would be able to provide a little more relief for my teething pup.  While the bone is easy to use and freeze, the actual 'enjoyment' time is limited and not worth the time it takes to refreeze.  After about 5 minutes, the bone was thawed to the point it was dripping and could easily have holes chewed in the fabric.  When I went to refreeze it, my poor pup didn't understand why I was taking her toy and ended up becoming disinterested very quickly the next time I brought it out.<br /><br />Another issue I hadn't thought about until after freezing is how hard and heavy the bone becomes.  If you have a puppy that likes to 'throw' their toys or pounce on them, this can become a flying projectile.<br /><br />Though it did seem to help with the soreness of teething, and provide a cool treat, the overall experience left a lot to be desired."
254471,B0045U0V3C,A1JHCAG3BHVINX,David,0,0,5,1316390400,Nice product,"I bought a box of 6 packages. First it's very tasty and crunchy. The resealable design prevents it's getting wet. Finally I think it's a good deal, since I used to buy a small bag of the same brand at a higher price. Better to cut the cover open along the dashed line, otherwise it's uncomfortable to grab the crackers."
15646,B000255OIG,A2LN4UD395G2B6,Chwychuro,0,0,5,1320192000,Great Treat,This is great! The price is better than any stores around here and my dogs love it! Now they don't mind taking their pills
155960,B000GB7PXS,A91O85DGMEQBC,Deb,0,0,5,1342915200,Belgian Chocolate Rooibos loose tea,"I have truly enjoyed this tea.  I drink it most every day and it helps me to relax.  It is not meant to be a weight loss tea, but since I have started I have noticed great changes in my body weight and inches.  It has a great chocolate taste and with that taste helps me not to go for foods that are chocolate and not good for me.<br />I will definetely order this product again.  It give me lots of energy too.<br />I do wish for my next order the shipping not to be so high, it really defers me from ordering with the way the economy is these days.<br />Thanks D.G."
546539,B000E148MG,A3BSVEVBV9RZS2,Vegan Traveler,4,7,4,1154563200,Really 3 stars but I don't care for ramen noodles,"For a fast alternative to junk food this was hearty, easy to prepare and fast. I would have liked to see more vegtables in it. It enclosed a tiny vegi season packet and terriyaki sauce(sweet). Flavor was good but if you pour this sauce on ramen noodles, they would taste good. Why 4 stars? I like the way the noodles are packaged. I bought this a grocery store and would not buy again or buy this on Amazon. I ended up throwing some chopped up noodles in mine."
283763,B0047S8WFQ,A2EMFZ74YANT70,msed,0,0,5,1322611200,Great Jerky,"No gristle, not too tough, just right. Nice smokey flavor. Busted this out on a camping trip and it vanished. Will definetely buy again."
14392,B001CWV4PA,A3MZMMX88G8BVG,"D. Barletta ""dawnb""",1,2,5,1244160000,best gfcf cracker on the market,"These are the best tasting GFCF crackers on the market.  They do not fall apart, they are flavorful, and taste just like ""REAL CRACKERS""  My son who is a picky eater LOVES them!!!"
269266,B0009YF3TU,A1ADRUW91D3UNT,Joseph H. Stickrod,0,0,5,1291852800,super great... forceing my dogs wait till santa comes!,i got these in about 4-5 days after payment.<br /><br />i gave them one each when i got them. and put the rest away for Christmas...<br /><br />well my dogs didn't stupid they go up the the closet and sniff every time i open it lol<br /><br />so i assume they loved them
418846,B000MXHQXO,A24HT9FC6OU1J2,"Consuelo Maciel ""CONNIE""",0,0,5,1305849600,Good,Can't beat the price and convenience of buying online.  Don't have to waste gas and time going to the grocery store anymore for baby food.
419321,B0002DGRQ6,A3KXPLKL5EPJX,Judith M Dell,0,0,5,1350777600,Dogs LOVE it!!  Plus it is healthy...,"My dog would do anything for his liver treats!  ...and whenever any of his playmates are out for a walk they drag their owners to our house so they can have a liver treat as well (in fact most of their owners now buy it for them).  It is healthy, a great training treat, and they all love it!"
563409,B007JFMH8M,ABNMD6670TV53,"R. Kolin ""Third Degree member since 1991""",0,0,4,1346198400,"Tasty and a nice, quick snack","Quaker is pretty much the oatmeal company, and they have done a nice job with this oatmeal raisin cookie. I liked the convenience of being individually wrapped, which also preserves its freshness. I take one of these along during a round of golf and in my lunch. The cookie is tasty, light and moist. I recommend this to all cookie lovers, especially those fond of oatmeal raisin."
445852,B000LKZ9Q4,AI7KNSI036H3I,Mickey52,1,1,5,1347840000,YOU'LL NEVER MISS THE SODIUM!!!!,"I'm always on the lookout for products with low--or NO-- salt, because I have Meniere's Disase which requires an EXTREMELY low sodium diet. I found this tomato sauce in a local 'gourmet' type store, and decided to try a can. (The price was REAL scary, but it's SO hard to find good things...)<br />Well, folks, let me tell you - you'd never know this sauce is low-sodium!  It's perfectly seasoned and tastes delicious!!  A friend suggested I check Amazon.com, and was thrilled to find it; and at a significantly lower price.  I'm partway through my first 12-pack, and will definitely continue to order it. (I'm pretty sure I'm going to do ""Subscribe & Save"", and save even more next time.)<br />Just FYI, it's great on more than just pasta -- I've used it on both chicken and pork; eggplant and zucchini, and rice.<br /><br />As Julia Child used to say -- ""Yum!"""
380277,B000R7RLCQ,A19F7SXJZPL1VS,Debbie,1,1,4,1294704000,Ay yi yi yiiii!,Very easy to order.  This product is not offered in most retail stores but readily available online.  One thing that I would like to have seen on the product description is a reminder that this product is perishable and has an expiration date.  This should be known to the consumer but I wasn't thinking about that when I purchased it early in December for a Christmas present.  I would have waited a few more weeks.
350846,B0002ASB04,AQQLWCMRNDFGI,Steven A. Peterson,2,2,4,1257897600,Diet dog food that my dog likes!,"My German Shepherd is a wonderful friend. But she has a tendency to carry a little extra weight (not enough to be any great problem, but enough that the vet wanted her to lose a few pounds).<br /><br />This brand was recommended, and I am a very satisfied customer (and so is my dog, since she wolfs this food down). She has lost enough weight to make the vet happy. The food is tasty enough (at least her eating habits make it seem like it must be tasty to her!) that Asha (my dog) is happy. And her human family members are pleased that she has lost some weight and is, in the end, a healthier dog for it.<br /><br />So, I'm convinced that this brand does what it is supposed to do. . . ."
453132,B0029XLH4Y,A2EXT8FXO9E24E,"Larry8 ""Larry8""",0,0,5,1344643200,Good Strong Coffee,I found this coffee to be full flavored when brewed at 3/4 cup. Not really bitter at all with a smooth flavor. Not as good as Timothy's World Coffee Rainforest Espresso but pretty close.
214324,B0032JKXFI,A2Q9KBP6NZJ811,"Judy Webster ""Judy""",0,0,4,1281657600,good value,Not as good as nutrigrain bars but still good. Kids love them. Concerned about the quantity ordered but discovered they freeze well.
467818,B0006FJLAY,A1DXI9RC9KRZL9,Jami Webb,0,0,5,1330300800,Nice gift idea,This was a big hit at Christmas dinner with both kids and adults.  The set makes a nice hostess gift when visiting family or friends at the holidays and the candy was very tasty.
333275,B002U1HU7S,A34FK3VBLR3I62,M. Peters,0,0,5,1262476800,Best Hot Sauce Ever,"I love Hot Sauce and being of West Indian decent, this is one of the better hot sauces, the extra hot is gooooood."
71595,B000F6X5BK,A2W33TFHCANZPV,M. Agnone,5,6,3,1291852800,"A nice box, but a little pricey!","I purchased this as a gift for someone.  The box is a nice sized box, however, the box itself does not look like the one in the advertised photo. The paint, which is supposedly hand painted, is not as deep in color and detail as in the photo and the roses are not as defined as in the photo.  I expected this gourmet ""food"" gift basket to be that!  There is no food, and since it is a gift basket, I expected the items to be displayed coming out of the box as in the photo to make it attractive looking.  The items inside are packed inside with the box lid closed.  I found this gift was nice, but was a little disappointed in it.  I also thought it was a bit pricey at $60."
219844,B001E52VR0,A2WST5J71WIX5X,Mimi,0,0,5,1240531200,crystal light,I have this mailed to my mother on a regular basis.  Sometime this is the only way to get her to drink water.  She loves the taste.  Her favorites are the peach and the raspberry.
528657,B0052M09W0,A3V3FRNYD6RMYP,Pierre,0,0,5,1329696000,Cains Mayonnaise,"Cains Mayonnaise is the best store-bought mayo, period, far superior to the usual national brands. It has a distinct flavour all its own.  I venture to say that it is the Platonic Idea of mayonnaise. It's a pity that it not to be found in New York City."
343346,B0009F8M6U,A2YGFUDS144CU0,J. Anderson,1,1,5,1258416000,Excellent from first to last sip,"Like I said, this hot cocoa is EXCELLENT from the first to last sip. And it is a ""sipping"" cocoa. What I mean is that your first taste is good, but that is followed by a middle and after taste (from the first sip) are even better. I LOVE this cocoa!!!"
233553,B000JQALA4,A2ALZM1TT7SX6F,Planet MoMo,1,1,5,1272758400,My puppy loves her greenies!,"My 8 pound puppy gets a greenie every day.  She's a pretty picky eater, and usually takes forever to finish a meal (there are lots of breaks in between bites).  But her greenie is the only thing she will eat without stopping.  She loves the taste.  They also seem to be easy to eat - soft and chewy - so if your dog has sensitive teeth, this might be a good treat to consider.<br /><br />On top of that, greenies are supposed to help with your dog's dental health, which is great for me, because brushing my dog's teeth is really difficult."
501601,B0031TJ0X0,AHKPZ11JT110F,amazonbuyer,1,1,5,1295913600,Doesn't get any better than this!!! Nectar of the gods! Plus organic & fair trade!!,"I love this product and I love the fact that I can support the company because of its business ethics. This is the best tea and the best chocolate product I have ever discovered.<br /><br />I  found out about the tea by accident. I was really looking for chocolate nibs that were not covered in processed chocolate. Their chocolate nibs are sold through ""Eastbluff Trading Company"" and they got great reviews. The nibs are indeed amazing.<br /><br />But it is the tea that will keep me coming back. I plan to purchase this for all my tea and chocolate loving friends.<br /><br />Preparation: The instructions say to use 3 teaspoons full and steep for five minutes. I use more than the recommended 3 teaspoons, but I steep it twice. I also steep it for longer. After steeping I pour it into my Nissan travel thermos and add ""Sugar in the Raw"" to taste. The ""Sugar in the Raw"" enhances the flavor of any tea and it is the same with this one. I don't need much. It is delicious without the sugar, but it is my treat so I do like a little hint of sugar.<br /><br />As far as I'm concerned, this is better than a chocolate bar any day!"
348608,B000E46GFA,A2EDS2YOGL1541,Sew Perfect,3,3,5,1237161600,Good snack for kids,Kids love Rice Krispie Treats and this is a good alternative.  I'm so tired of everything being loaded with high fructose corn syrup.  You won't find that in these bars.  These are organic and that is great.  My kids love these bars and the cereal.
372072,B000SATIFA,A15UBF8KCPDDNW,"J. W. Garner ""fury2neon""",0,0,4,1285891200,"Excellent Tea The first time, less quality on the second order","The more I drink of this tea the more I like it.  It compares with teas twice it price. (On the first order.)<br /><br />I am on my second order of this tea, the flavor is just as good but I seems to have come from the bottom of the barrel.  Instead of the Gunpowder Tea I was expecting, it is more a powder like it has been crushed and none of the leaves are whole.  Though this does not impact the flavor it does make cleaning out the tea ball a lot harder."
77547,B003NC754G,A1BNIAGZBAGU6R,"judys4444 ""judy-m.p.""",0,0,5,1349395200,just wonderful from amazon,"love this popcorn & have lbs. in stock as I never want to run out of this product.  The kernels do not always pop; however, i love opened hard kernels to chew on.  Pop in hot air popcorn maker (1/2 cup kernels) & 2 tablespoons of butter & it is my reward dinner.  The sweet blue amish popcorn is my favorite - and i have tried many in my life."
106038,B000RHXH4W,A33775AIB1A664,"Mark Colan ""duke-of-url""",0,0,5,1324944000,Great selection for the price,"This mix has a good assortment of flavorful mushrooms that are great in stews.  I especially enjoy them in stews made with beef or lamb.  The can also be used in pasta sauces (try soaking, draining, sauteing to bring out more flavor).<br /><br />Can't beat the price for a good supply of dry mushrooms!"
417370,B000GG0BOI,A1KKGUI8WSEBZ4,N. Pierre,13,14,5,1166745600,Niiiiiiiice.....,"A friend recommended this tea, saying that it basically knocked her out at bedtime. I have two small kids so that really isn't a problem, but I liked the idea of a nice relaxing tea to enjoy during a little quiet time at night.<br /><br />This tea is wonderful. I brewed it up, enjoying the vapors, then drank it in a leisurely fashion (while watching ""Scrubs"", but that's neither here nor there). It is very tasty. My cat wanted to eat the teabag in a big way, which was charming. Then she climbed up on my lap to smell my breath, which was just adorable.<br /><br />I didn't doze off on the couch, which I half-expected based on what my friend had said, but I was verrrry melllooooooow. In a good way. A very good way.<br /><br />If you love tea but can't drink the caffeinated stuff at night, try this. It is yum."
87416,B003TRFU06,A36QZBGWSEB0VG,memesgrdn,1,1,5,1313971200,Heartland Spaghetti-the Good Stuff,This was a super tasting pasta.  It did not stick together or taste very much different than regular wheat pasta.  Did not have the texture of rubber like some rice pasta's. Make sure to take note of recommended cooking time.  Will definitely buy again!
427586,B0006U7T1C,A38K7PYO6IX37I,A. Lawrence,0,0,5,1215648000,Dogs can't get enough,"We have two beagles and a chihuahua who absolutely love these things. I'm not sure what they get more excited about after dinner - their walk or their after walk Jumbone.<br /><br />I like that it helps give them something to get their chewing needs out on.<br /><br />My only complaint would be that our beagles can gobble these up in no time flat, but they do have very hard bites for being not very large dogs.<br /><br />These are getting hard to find in my area so I'm really happy to be able to order them here."
352821,B007FRCHRK,A1SJUG9W4I5ZJK,Elizabeth Giustina,0,0,3,1335139200,Chocolate mint tea,"This tea arrived on time and is the second time I have bought it.  It is ok but not exactly what I had hoped for, a sweeter tea.  When I use it with sugar crystals, the tea is better."
475441,B005CT9MP8,A1AY5CFCYD1ETT,coyle shine,0,0,4,1348531200,basic olives,Those olives are simple green olives. One can spice them or make tapenade . I think they are good value but no gourmet
505922,B001ELL512,AVHGI6LW9RQ1Y,juneymoon,0,0,5,1328054400,can't live without coffee,"I can do without a lot of things but I can't function (or be happy!) without my coffee.<br /><br />I like a good,strong (not bitter) cup of coffee. TULLY'S Italian Roast is excellent. If you're looking for a bit of variety, TULLY'S French Roast is also delicious."
242192,B000YDUZXA,A36TPGK44IOS8O,jewels50,0,0,4,1332460800,So Hot !!,Bought this for my husband.. He love's to try various kind's of olive's...He eat's them right out of the bottle with a fork  !!
20616,B0018CJYPG,AKTS23FLHVSHN,"Charles J. Mckinley ""Graverober""",4,4,5,1289606400,Great dog food,"We did a LOT of research before settling on this brand. It is some of the best and highest quality dog food for the price. My wife was concerned that it would not be good for our small dogs (2 pugs), but the pieces are plenty small for them and they both chow down on it."
231622,B001QGKF2A,A2XX9E448YAPX8,T Tass,0,0,1,1308441600,hmmm,Taste bad. That bad flavor doesn't last. Not much chew in a piece.  Just no reason to ever purchase this again.
517633,B00954NY46,AP3W6BUJ9BB2L,RAM,0,0,5,1351036800,Bold And Beautiful,"If you are a coffee purist, you must give this Double Black Diamond a try.  I like straight up, unadulterated black coffee in the morning - as another reviewer put it - a real ""kick in the (@$!""  Well this coffee delivers. The aroma is enticing and from the first sip you will probably be hooked.  Give 'er a try if you're a bold coffee kind of person. I don't think you'll be disappointed."
295302,B000EGUYOW,A27ELLZ197R08A,IFALLSMICHELLE,0,0,3,1304985600,Great taste but comes from China,"It would give 5 stars if it had not come from China. I was disappointed, I expected this type of product to be from the USA. The product tastes fine."
344760,B0026KNQSA,A1TH6067JURKXR,michelle clardy,1,1,5,1325808000,Good chips,"I found some chip I love they are good not greasey or fried baked and yummy, low in calories :-) I am not deprived and I can enjoy a healthy way of eating them. Try them you won't be disappointed!"
366866,B0055SX234,A33L3KPPL5XJR,"T. Weathers ""73uwdawg""",0,0,5,1345507200,Guava Juice,"It is hard to find this stuff on the main land.  It is truly nectar, as the label says.  I have been drinking it in Maui for years."
342682,B000FIY3FK,A12G5NVB3S7450,Regina Bolding,0,0,5,1330041600,Great Product for Diabetics,This is a great product to use for cooking for people with diabetes so crave sweets. I would recommend this product over and over.
521558,B002GWH8HI,A3U6U68Z9K2UKD,"Hank Castello ""Hank Castello""",0,0,4,1343347200,Pretty good tea!,"I've never gotten green tea this good at such a low price before.  If they sell oolong, I'll try that next."
181489,B007OSBEV0,A20S5IKT9PCZ6S,Cookie j,1,2,5,1349827200,Martinson coffee pods,Great coffee nice strong rich flavor. I will keep it comming as long as you keep selling it for sure.......
167519,B002GJF5VM,ARH7Z4HK2H8U,Martha T. Delpizzo,1,1,4,1253577600,The devil is in the details--Shipping blues:(,"Use this group if you don't mind getting the wrong product and then having the account executive say when responding--`everyone makes mistakes'--no apology, no oh we will refund your shipping costs--just `everyone makes mistakes'. I ordered a case of olive oil and the wrong product was shipped. WHAT a hassel!"
178912,B002MO765O,A2P51JWAV9BDYX,AlineL,0,0,5,1330300800,"Great,great,great","Great product & good price. Have tried before so, when I bought knew exactly what was ordering. The surprised was the price, expected higher. This little tube lasts months"
380949,B005LXGGH2,A14F345W10VVT1,Glenn Gordon,0,1,2,1322352000,"Tasty, but disappointed","The listing of the box describes as twice as many bars as there are servings.  Each foil pouch contains two very small bars, which together make one serving.  The 10 count is really a 5 count."
494891,B004X2LH9Y,A1IZQGUNCK2PJF,M. Abed,1,4,2,1332547200,Too much sugar,"This bar could have been great. But, it has too much sugar, low on fiber, zero potassium. I'll still get them, but never eat more than half at a time, and get more protein from something else."
337810,B0012UG416,A2GFKVKZ9BX81X,R.,0,0,3,1300406400,Inconsistent product,"I've ordered these many times, and my dog loves them.  However, I'm never sure what I'm going to get when I place the order.  Some bags have had 30 thick sticks as pictured on the product page, while others have had half that many with the other 15 being pencil sized.  Usually they're all solid sticks, but sometimes they contain many porous ones which last a fraction of the expected chew time.<br /><br />I would recommend them, but beware the product can be very inconsistent."
561643,B000NO72TK,AYFFTBN9FBESS,R. Beveraggi,3,6,5,1206576000,Great on Spanish Tapas,I love Spanish Tapas and love making them for family and frieds. This Paprika or Spanish Pimenton is great. Enjoy!!
400593,B001E5E024,A224I5WR8UQDDC,Megan Ellinger,2,2,5,1255564800,Delicious--Save the Powder!,"I buy these mainly for my kids (3 and 9 months) and they are an incredibly healthy and delicious snack.  My 3 month old has a gluten (wheat) allergy and these are completely safe for her to eat.  My 9 month old has a few teeth and, since these fall apart fairly easily in his mouth, he has no trouble eating them at all.  We have tried a few of the other fruits but they have been tougher for him to chew (especially the bananas!).<br /><br />If you buy them in a large package and don't find yourself eating them as quickly as we do, you may want to separate them into a few batches as they do get just a little soft after being open for a while (this doesn't affect the taste).<br /><br />A note--be sure to save the powder at the bottom of the container!  It is a delicious thing to sprinkle over cereal or yogurt!"
372604,B0083T6HC0,A3S6D1WZGCJO8V,Dawn  in Illinois,5,5,5,1332460800,Perfect selection for me,"13 caffeine coffees, all different roasts: 8 Green Mountain, 2 Coffee People, 1 Tully's, 1 Donut House, 1 Dietrich<br /><br />11 frou-frou caffeine coffees, all different flavors: 7 Green Mountain, 2 Gloria Jean, 2 Donut House<br /><br />7 decaf coffees, all different roasts, 1 frou-frou (hazelnut): 3 Green Mountain, 2 Donut House, 1 Caribou, 1 Emeril's<br /><br />3 teas, all different - 2 herbal and 1 black: Celestial Seasonings<br /><br />1 hot cocoa<br /><br />Of the 35, 3 were past buy-before dates; 1 at six  months, 1 at two months, and 1 at one month. This really doesn't bother me - I don't think of them as expired, they are ""best before"". Still, if it were more than three and worth the effort, I might ask for replacements.<br /><br />I'm perfectly happy. It was kind of like opening a Christmas stocking."
355153,B001E7654S,A2JJJ6HT8NK4SB,"Shelby Hawker ""Shawk""",0,0,5,1348617600,tasty,"I take these for snacks & sometimes just for lunch . Very filling , can carry in your pocket with no mess.Love the flavor."
77446,B00126EDLI,ALX094TZOHWZJ,Karen Hayes,0,0,5,1274918400,Szeged Hot Paprika,"Like another customer, I bought this product at a specialty store and haven't been able to replace it since running out a few months ago.  I use this product on chicken, fish and ribs-it is my secret ingredient for many dishes.  I received the product within 4 days of my order so I'm completely delighted."
116958,B001BCVY9W,AVKUS8A25FPPW,Elaine S. Reitz,0,1,5,1229558400,Good eats for my cats!,"Both of my cats love this food!  Their primary food is dry, so this is a treat for them, and it's gone in no time.  They enjoy all the varieties that came in the case."
513427,B004HOLD60,A1IY4JN9XWCYBA,Tom Lawlor,2,2,5,1299110400,Wow!,"Wow is what you'll say when chomping on these nuts.  They're very tasty and addictive, as stated in the other reviews.  If you like wasabi or horseradish, you'll love these.  My mom says almonds help you sleep and for the last week I've slept great.  If you like bold flavor, I strongly recommend them."
85517,B002DHTWNO,A18PE8KT64Y4UL,Y. Sim,2,3,1,1259625600,Moldy meat.,"I bought two bags (original) which were delivered to me on November 16th...<br /><br />The first bag was good. It had soft pieces of jerky mixed with annoying hard pieces of jerky. The meat has a nice fat to meat ratio, you know when you bite down on a fatty piece of meat. However, the hard pieces had tendon or sinew. On some pieces I could pull the silver sinew out and use it to floss my teeth. Not palatable at all. Generally the jerky is somewhat grainy due to the spices but is palatable. A strong peppery taste permeated the jerky. I felt like some of the pieces were not mixed properly, some pieces of meat were more salty than others.<br /><br />The taste is quite enjoyable. (I'm known to eat anything... & can acquire taste) If you don't mind fishing out the bad parts...<br /><br />However, my second bag developed some kind of mold. I started on the second bag without knowing that this bag contained a mold ball right in the middle of the bag. About half way through I found the moldy meat. I had read of this occurring in some people's product but I dismissed it as a freak chance.<br /><br />The mold is white, it reminds me of bread fluff. The mold is very bitter. I just reached into the bag for a piece of jerky & bit down on a moldy piece. I promptly spat it out and saw the middle part of the bag was fully rotten. IMHO.<br /><br />Would I buy this product again?<br /><br />No. a 50% chance of getting moldy meat... Well I don't wanna chance it."
94373,B001VNEB3C,A1UP5KWQ82Y44Z,Family Sleuth,4,4,5,1330128000,Cardamom,Cardamom purchased in the supermarket is very expensive. This cardamom is excellent quality and very good value.  We have made many friends happy by sharing this cardamom with them.
510434,B0045VVYWI,A2A8L2XSHKBAI0,A S,1,1,4,1319241600,Best Gluten Free I've Taste So Far,"I've been searching for a great gluten free bread for the last two years. No luck. An associate at Trader Joes told me that this bread was probably the best Gluten Free in the store. I tried it. It was small slices and hard. I put the slices in the microwave for 19 seconds. After I took it out, the bread felt super soft. I made a turkey sandwhich and the bread tatse like regular bread nearly. I was so shocked at how amazing the bread taste.<br /><br />I will continue to buy but keep looking for the perfect gluten free bread. If the slices were a little bigger and I did not have to heat the bread before using, this would be the perfect bread."
314222,B002EDIJX6,A3OW579U5QXWHM,P. Sanders,0,0,5,1277769600,addictive,These cookies are wonderful!  I couldn't stop eating them.  I can not find them locally.  They are a little expensive so save them for a special occasion.
216971,B000ESLJ62,A57YZN3RIYBP9,"M. Restaino ""Xolo Lover""",7,8,5,1232841600,Excellent Substitute,"I love coffee--not so much for the caffeine, but simply for the taste...or maybe it's just a habit that I can't break.  Every so often I decide that I'm going to ""kick the habit"" and I try to switch to green tea or some other tea that is naturally caffeine-free.  It never works, though.  I found Cafix in a health food store some years ago and I really liked it. It did the trick for me--a little soy milk and I was good to go.  However, when I ran out of it, I started drinking coffee again because the local retailer stopped carrying Cafix.  I just found Cafix here on Amazon and I'm going to order some since I'm back on my ""giving up coffee"" rant.  As long as I am, I know I can rely on Cafix for that coffee fix to which I am so accustomed."
514933,B001SITXH4,AJ5D7GKCR4TTX,Ashley,0,0,5,1266624000,Delicious!,"I usually purchase this in store for around $10 per package and with the Subscribe and Save, you really do save money. It has an excellent taste and is the perfect pick me up for afternoon snack during school seminars."
567080,B0058E3QVS,A1HMQHN56I30PY,Charlotte Geier,0,0,5,1327536000,Wonderful compliment,This sweet onion relish is the best bottled compliment to hotdogs I've ever used. It gives that great onion flavor with a gentle sweetness that alleviates the sharpness of raw onions.  No other condiment is needed when using this with grilled hotdogs. I only wish it was available off the shelf at a local grocery!
172965,B003VWBZJE,A1LNYS2NCFHJW,Behnken207,1,1,1,1337817600,MADE IN CHINA,"AKC TREATS , MADE IN CHINA, Please do research on dog treats from China. For your pets health do some research."
290233,B0002HDLZC,A3KD007RCYX568,Max M.,4,4,5,1218499200,Best service and quality I have seen!,I was looking for a traditional treat for a family event and I was very impressed by the quality of the food and the service from Shatila.  The pastries were very fresh and delivered quickly with no dramatic shipping mark-up.  They are very reasonably priced and I am placing another order now as a gift for a friend.  I highly recommend them.
511622,B003R0LKUE,A1SUC50YNG730H,Red in Ridgecrest,1,2,3,1313798400,Trouble opening the cans,"I don't know if anyone else has trouble with the pull-tabs on these Canidae cans but I sure do.  The tab part is very flimsy and doesn't hold up well while trying to pull open the top.  I have almost cut myself several times.  End up having to pry the top off with a fork after the pull-top breaks off.  Otherwise it's an acceptable product, although I do prefer Evangers.  But Evangers has become more expensive for some reason."
73861,B001E5E3IA,A280OZI067MIQN,C. Matas,3,3,5,1224288000,Just like sugar,"Tastes just like sugar, but not sticky, feels slightly cool on your tongue when eaten plain.  Great for sprinkling on fruit, for drinks hot or cold, and cooking. No aftertaste whatsoever!  We mix it with cinnamon an spices a lot - put on apples, etc."
242443,B001B7NMTM,A202YIJBLXHWDC,Craig S,0,0,1,1338422400,Old,Delivery was on time but when I opened the product it was like the shelf life expired.  They were hard and chewy. I contacted the manufactur and they sent out a new box. I will be ordering direct from now on.
510744,B004IRGD3O,A3VDGSGYQDAR2,Rachael D White,0,2,2,1326153600,Eehhh...not that great but not terrible,"I tried these along with about ten other flavors (in multibrands). I would say this is not the worst coffee--that spot is reserved for one of the Donut House K-cups, but Folgers Lively Columbian lingers closely. I was just not wowed by this coffee and honestly, I am not impressed by the price on here. If you really love this coffee, you should out Sam's Clubs price on it."
447715,B001EO60GY,A16QZBG2UN6Z3X,"Toology ""Toology""",1,1,5,1237593600,"Excellent Pods, Excellent Price","For what you would pay for Senseo brand pods, you get a much higher quality pod with more coffee that is individually wrapped.  Smooth and never bitter.  Fits Senseo."
238751,B0039KF2KG,AJMH01K03I1QT,Deryk Dees,0,0,5,1327881600,AWESOME!,"I thought this product was amazing!  Totally great!!  Most products have some type of potato in it and I'm allergic to them, so this mix was perfect for me!!!"
295533,B004XY14JU,A3006WHOAYJRLI,Poogy,0,0,5,1326758400,A Healthier Alternative For Your Dog's Joints,"My dog is getting old and is just starting to have some  difficulties with his hips.  I've tried other products for dogs containing glucosamine, but wasn't very happy about the animal products in them, because I know too much about where those animal products come from and how they're processed, and prefer not to feed them to my dog. (One reviewer of this product, wishing for a chicken or beef flavor, asked, ""What kind of dog eats salmon?"" The answer: mine, every day.  He loves it,and for twelve years old he's pretty darn healthy.)<br /><br />Unlike some of the dogs mentioned in other reviews, my dog loves the flavor of this.  The ingredients are exceptionally well thought out--they're not fillers.  For example, ginger and turmeric are known to have anti-inflammatory properties, but dogs may not particularly like them in their raw form. Omega-3 fatty acids are also effective.<br /><br />Does it help?  After two weeks, I'd say maybe; since my dog doesn't have a major problem, any change wouldn't likely be dramatic, but he doesn't seem quite so creaky.<br /><br />For a larger dog, the product, while reasonably priced considering the ingredients, can get a little pricey if you expect to use it consistently, and I believe with this type of supplement that's what you'll have to do if you want to get results and keep them. This 150-gram size will only last a few weeks. But I haven't found a better product of this type."
